.000000 .200000 .000000
.000000 .199821 -.005960
.030000 .199475 -.011526
.060000 .198975 -.016697
.090000 .198330 -.021477
.120000 .197554 -.025868
.150000 .196658 -.029870
.180000 .195653 -.033488
.210000 .194552 -.036725
.240000 .193364 -.039584
.270000 .192102 -.042070
.300000 .190776 -.044186
.330000 .189398 -.045939
.360000 .187978 -.047332
.390000 .186527 -.048372
.420000 .185055 -.049065
.450000 .183573 -.049416
.480000 .182090 -.049433
.510000 .180616 -.049121
.540000 .179161 -.048489
.570000 .177735 -.047544
.600000 .176346 -.046294
.630000 .175004 -.044746
.660000 .173717 -.042909
.690000 .172493 -.040792
.720000 .171341 -.038402
.750000 .170268 -.035750
.780000 .169283 -.032844
.810000 .168392 -.029694
.840000 .167603 -.026308
.870000 .166922 -.022698
.900000 .166356 -.018872
.930000 .165911 -.014841
.960000 .165592 -.010615
.990000 .165406 -.006204
1.020000 .165357 -.001619
1.050000 .165451 .003130
1.080000 .165692 .008033
1.110000 .166085 .013079
1.140000 .166632 .018257
1.170000 .167339 .023557
1.200000 .168208 .028967
1.230000 .169242 .034477
1.260000 .170445 .040076
1.290000 .171817 .045754
1.320000 .173362 .051500
1.350000 .175081 .057302
1.380000 .176976 .063151
1.410000 .179047 .069036
1.440000 .181295 .074945
1.470000 .183721 .080869
1.500000 .186325 .086798
1.530000 .189107 .092720
1.560000 .192066 .098626
1.590000 .195201 .104505
1.620000 .198511 .110348
1.650000 .201996 .116145
1.680000 .205652 .121885
1.710000 .209479 .127560
1.740000 .213474 .133160
1.770000 .217634 .138676
1.800000 .221957 .144099
1.830000 .226440 .149420
1.860000 .231079 .154630
1.890000 .235870 .159721
1.920000 .240811 .164685
1.950000 .245896 .169513
1.980000 .251122 .174199
2.010000 .256484 .178733
2.040000 .261977 .183110
2.070000 .267597 .187321
2.100000 .273338 .191361
2.130000 .279195 .195222
2.160000 .285162 .198898
2.190000 .291233 .202383
2.220000 .297403 .205671
2.250000 .303666 .208758
2.280000 .310015 .211636
2.310000 .316444 .214302
2.340000 .322947 .216751
2.370000 .329516 .218979
2.400000 .336145 .220980
2.430000 .342828 .222752
2.460000 .349557 .224290
2.490000 .356324 .225591
2.520000 .363124 .226653
2.550000 .369948 .227473
2.580000 .376789 .228047
2.610000 .383641 .228374
2.640000 .390494 .228451
2.670000 .397343 .228278
2.700000 .404178 .227853
2.730000 .410993 .227174
2.760000 .417781 .226240
2.790000 .424532 .225052
2.820000 .431240 .223608
2.850000 .437898 .221908
2.880000 .444496 .219953
2.910000 .451028 .217743
2.940000 .457487 .215278
2.970000 .463864 .212560
3.000000 .470151 .209589
3.030000 .476342 .206366
3.060000 .482429 .202894
3.090000 .488404 .199173
3.120000 .494260 .195206
3.150000 .499990 .190994
3.180000 .505586 .186541
3.210000 .511042 .181848
3.240000 .516350 .176919
3.270000 .521502 .171755
3.300000 .526493 .166361
3.330000 .531315 .160739
3.360000 .535962 .154892
3.390000 .540427 .148825
3.420000 .544703 .142541
3.450000 .548784 .136044
3.480000 .552664 .129337
3.510000 .556337 .122425
3.540000 .559796 .115312
3.570000 .563037 .108004
3.600000 .566052 .100503
3.630000 .568836 .092815
3.660000 .571384 .084945
3.690000 .573691 .076897
3.720000 .575752 .068677
3.750000 .577560 .060290
3.780000 .579113 .051741
3.810000 .580404 .043036
3.840000 .581429 .034180
3.870000 .582184 .025179
3.900000 .582666 .016038
3.930000 .582868 .006764
3.960000 .582789 -.002638
3.990000 .582424 -.012161
4.020000 .581770 -.021800
4.050000 .580824 -.031547
4.080000 .579582 -.041397
4.110000 .578042 -.051343
4.140000 .576201 -.061378
4.170000 .574056 -.071497
4.200000 .571605 -.081691
4.230000 .568846 -.091954
4.260000 .565778 -.102278
4.290000 .562398 -.112658
4.320000 .558706 -.123085
4.350000 .554699 -.133553
4.380000 .550377 -.144054
4.410000 .545740 -.154580
4.440000 .540786 -.165124
4.470000 .535516 -.175678
4.500000 .529929 -.186234
4.530000 .524025 -.196786
4.560000 .517806 -.207324
4.590000 .511270 -.217840
4.620000 .504421 -.228328
4.650000 .497257 -.238778
4.680000 .489782 -.249183
4.710000 .481996 -.259535
4.740000 .473901 -.269824
4.770000 .465500 -.280044
4.800000 .456794 -.290185
4.830000 .447787 -.300239
4.860000 .438481 -.310198
4.890000 .428879 -.320054
4.920000 .418985 -.329799
4.950000 .408803 -.339423
4.980000 .398335 -.348919
5.010000 .387587 -.358278
5.040000 .376562 -.367493
5.070000 .365265 -.376554
5.100000 .353702 -.385455
5.130000 .341876 -.394187
5.160000 .329794 -.402742
5.190000 .317461 -.411112
5.220000 .304882 -.419290
5.250000 .292064 -.427267
5.280000 .279013 -.435038
5.310000 .265735 -.442594
5.340000 .252237 -.449928
5.370000 .238526 -.457034
5.400000 .224609 -.463904
5.430000 .210493 -.470533
5.460000 .196186 -.476913
5.490000 .181694 -.483040
5.520000 .167027 -.488907
5.550000 .152192 -.494508
5.580000 .137197 -.499839
5.610000 .122050 -.504895
5.640000 .106760 -.509670
5.670000 .091335 -.514160
5.700000 .075784 -.518362
5.730000 .060116 -.522271
5.760000 .044339 -.525884
5.790000 .028464 -.529199
5.820000 .012497 -.532211
5.850000 -.003550 -.534919
5.880000 -.019670 -.537321
5.910000 -.035852 -.539415
5.940000 -.052088 -.541199
5.970000 -.068369 -.542673
6.000000 -.084684 -.543836
6.030000 -.101024 -.544686
6.060000 -.117381 -.545226
6.090000 -.133745 -.545453
6.120000 -.150106 -.545370
6.150000 -.166455 -.544978
6.180000 -.182783 -.544277
6.210000 -.199081 -.543269
6.240000 -.215340 -.541956
6.270000 -.231550 -.540340
6.300000 -.247703 -.538424
6.330000 -.263789 -.536210
6.360000 -.279800 -.533702
6.390000 -.295728 -.530903
6.420000 -.311562 -.527816
6.450000 -.327295 -.524444
6.480000 -.342919 -.520793
6.510000 -.358425 -.516866
6.540000 -.373805 -.512667
6.570000 -.389051 -.508202
6.600000 -.404155 -.503473
6.630000 -.419110 -.498487
6.660000 -.433907 -.493249
6.690000 -.448540 -.487762
6.720000 -.463001 -.482033
6.750000 -.477283 -.476066
6.780000 -.491379 -.469867
6.810000 -.505283 -.463442
6.840000 -.518986 -.456795
6.870000 -.532484 -.449932
6.900000 -.545770 -.442858
6.930000 -.558837 -.435579
6.960000 -.571680 -.428100
6.990000 -.584293 -.420426
7.020000 -.596670 -.412564
7.050000 -.608806 -.404517
7.080000 -.620694 -.396292
7.110000 -.632331 -.387894
7.140000 -.643711 -.379328
7.170000 -.654829 -.370599
7.200000 -.665680 -.361712
7.230000 -.676260 -.352671
7.260000 -.686565 -.343483
7.290000 -.696590 -.334151
7.320000 -.706330 -.324680
7.350000 -.715782 -.315076
7.380000 -.724942 -.305341
7.410000 -.733807 -.295481
7.440000 -.742372 -.285501
7.470000 -.750634 -.275403
7.500000 -.758590 -.265193
7.530000 -.766236 -.254874
7.560000 -.773569 -.244450
7.590000 -.780587 -.233925
7.620000 -.787286 -.223303
7.650000 -.793664 -.212588
7.680000 -.799717 -.201782
7.710000 -.805444 -.190890
7.740000 -.810842 -.179915
7.770000 -.815907 -.168860
7.800000 -.820639 -.157728
7.830000 -.825035 -.146524
7.860000 -.829092 -.135249
7.890000 -.832810 -.123907
7.920000 -.836185 -.112502
7.950000 -.839216 -.101035
7.980000 -.841901 -.089511
8.010000 -.844239 -.077933
8.040000 -.846228 -.066303
8.070000 -.847867 -.054624
8.100000 -.849154 -.042900
8.130000 -.850088 -.031134
8.160000 -.850668 -.019328
8.190000 -.850892 -.007486
8.220000 -.850761 .004388
8.250000 -.850272 .016293
8.280000 -.849425 .028224
8.310000 -.848220 .040178
8.340000 -.846655 .052152
