.000000 .523599 .000000
.000000 .523149 -.015000
.030000 .522277 -.029043
.060000 .521013 -.042134
.090000 .519385 -.054276
.120000 .517421 -.065475
.150000 .515149 -.075738
.180000 .512597 -.085072
.210000 .509792 -.093486
.240000 .506762 -.100988
.270000 .503535 -.107589
.300000 .500136 -.113299
.330000 .496592 -.118129
.360000 .492929 -.122093
.390000 .489173 -.125203
.420000 .485349 -.127473
.450000 .481481 -.128918
.480000 .477595 -.129552
.510000 .473713 -.129393
.540000 .469859 -.128456
.570000 .466057 -.126759
.600000 .462327 -.124319
.630000 .458692 -.121156
.660000 .455174 -.117288
.690000 .451792 -.112735
.720000 .448566 -.107517
.750000 .445516 -.101656
.780000 .442661 -.095171
.810000 .440019 -.088085
.840000 .437606 -.080419
.870000 .435440 -.072197
.900000 .433537 -.063442
.930000 .431912 -.054175
.960000 .430579 -.044422
.990000 .429553 -.034205
1.020000 .428846 -.023549
1.050000 .428472 -.012479
1.080000 .428441 -.001018
1.110000 .428766 .010808
1.140000 .429455 .022974
1.170000 .430519 .035456
1.200000 .431966 .048229
1.230000 .433804 .061267
1.260000 .436040 .074546
1.290000 .438681 .088039
1.320000 .441733 .101723
1.350000 .445200 .115571
1.380000 .449087 .129560
1.410000 .453397 .143665
1.440000 .458132 .157860
1.470000 .463296 .172122
1.500000 .468889 .186426
1.530000 .474911 .200749
1.560000 .481363 .215066
1.590000 .488244 .229355
1.620000 .495552 .243593
1.650000 .503285 .257757
1.680000 .511439 .271825
1.710000 .520013 .285776
1.740000 .529000 .299587
1.770000 .538397 .313239
1.800000 .548199 .326711
1.830000 .558398 .339984
1.860000 .568989 .353037
1.890000 .579965 .365854
1.920000 .591317 .378414
1.950000 .603038 .390703
1.980000 .615119 .402701
2.010000 .627551 .414395
2.040000 .640324 .425767
2.070000 .653428 .436804
2.100000 .666853 .447490
2.130000 .680588 .457814
2.160000 .694620 .467762
2.190000 .708940 .477322
2.220000 .723535 .486483
2.250000 .738392 .495234
2.280000 .753499 .503566
2.310000 .768843 .511470
2.340000 .784411 .518937
2.370000 .800190 .525959
2.400000 .816165 .532529
2.430000 .832325 .538642
2.460000 .848653 .544291
2.490000 .865138 .549472
2.520000 .881763 .554180
2.550000 .898515 .558412
2.580000 .915380 .562163
2.610000 .932343 .565433
2.640000 .949390 .568218
2.670000 .966505 .570518
2.700000 .983675 .572332
2.730000 1.000885 .573659
2.760000 1.018120 .574499
2.790000 1.035366 .574853
2.820000 1.052607 .574721
2.850000 1.069830 .574106
2.880000 1.087021 .573008
2.910000 1.104163 .571429
2.940000 1.121245 .569373
2.970000 1.138250 .566841
3.000000 1.155165 .563836
3.030000 1.171976 .560361
3.060000 1.188668 .556419
3.090000 1.205229 .552014
3.120000 1.221643 .547149
3.150000 1.237898 .541828
3.180000 1.253980 .536053
3.210000 1.269875 .529829
3.240000 1.285569 .523160
3.270000 1.301051 .516048
3.300000 1.316306 .508498
3.330000 1.331321 .500513
3.360000 1.346084 .492097
3.390000 1.360582 .483253
3.420000 1.374801 .473984
3.450000 1.388730 .464294
3.480000 1.402356 .454186
3.510000 1.415666 .443663
3.540000 1.428647 .432727
3.570000 1.441289 .421381
3.600000 1.453578 .409628
3.630000 1.465502 .397471
3.660000 1.477049 .384910
3.690000 1.488208 .371950
3.720000 1.498965 .358590
3.750000 1.509310 .344834
3.780000 1.519231 .330682
3.810000 1.528715 .316136
3.840000 1.537751 .301197
3.870000 1.546327 .285867
3.900000 1.554431 .270146
3.930000 1.562052 .254035
3.960000 1.569178 .237535
3.990000 1.575798 .220647
4.020000 1.581899 .203371
4.050000 1.587470 .185708
4.080000 1.592500 .167659
4.110000 1.596976 .149223
4.140000 1.600888 .130401
4.170000 1.604224 .111194
4.200000 1.606972 .091602
4.230000 1.609121 .071627
4.260000 1.610659 .051268
4.290000 1.611575 .030527
4.320000 1.611857 .009404
4.350000 1.611494 -.012099
4.380000 1.610475 -.033980
4.410000 1.608787 -.056239
4.440000 1.606421 -.078872
4.470000 1.603365 -.101878
4.500000 1.599607 -.125253
4.530000 1.595138 -.148996
4.560000 1.589945 -.173101
4.590000 1.584018 -.197565
4.620000 1.577346 -.222383
4.650000 1.569920 -.247549
4.680000 1.561728 -.273059
4.710000 1.552761 -.298904
4.740000 1.543008 -.325079
4.770000 1.532461 -.351573
4.800000 1.521110 -.378379
4.830000 1.508945 -.405486
4.860000 1.495959 -.432883
4.890000 1.482142 -.460559
4.920000 1.467487 -.488499
4.950000 1.451986 -.516691
4.980000 1.435633 -.545118
5.010000 1.418420 -.573763
5.040000 1.400342 -.602609
5.070000 1.381392 -.631637
5.100000 1.361568 -.660825
5.130000 1.340863 -.690153
5.160000 1.319275 -.719595
5.190000 1.296801 -.749127
5.220000 1.273440 -.778722
5.250000 1.249189 -.808353
5.280000 1.224049 -.837989
5.310000 1.198021 -.867600
5.340000 1.171107 -.897153
5.370000 1.143309 -.926613
5.400000 1.114630 -.955945
5.430000 1.085077 -.985111
5.460000 1.054655 -1.014074
5.490000 1.023371 -1.042792
5.520000 .991234 -1.071226
5.550000 .958254 -1.099333
5.580000 .924442 -1.127070
5.610000 .889810 -1.154392
5.640000 .854373 -1.181255
5.670000 .818144 -1.207614
5.700000 .781141 -1.233423
5.730000 .743382 -1.258636
5.760000 .704886 -1.283208
5.790000 .665673 -1.307093
5.820000 .625766 -1.330247
5.850000 .585187 -1.352624
5.880000 .543962 -1.374183
5.910000 .502115 -1.394881
5.940000 .459675 -1.414678
5.970000 .416669 -1.433536
6.000000 .373126 -1.451420
