.000000 100.000000 .000000 0.00000
.000100 100.000000 -.000500 0.00000
.000200 100.000000 -.001000 0.00000
.000300 100.000000 -.001500 0.00000
.000400 100.000000 -.002000 0.00000
.000500 99.999999 -.002500 0.00000
.000600 99.999999 -.003000 0.00000
.000700 99.999999 -.003500 0.00000
.000800 99.999998 -.004000 0.00000
.000900 99.999998 -.004500 0.00000
.001000 99.999997 -.005000 0.00000
.001100 99.999997 -.005500 0.00000
.001200 99.999996 -.006000 0.00000
.001300 99.999995 -.006500 0.00000
.001400 99.999995 -.007000 0.00000
.001500 99.999994 -.007500 0.00000
.001600 99.999993 -.008000 0.00000
.001700 99.999992 -.008500 0.14211E-13
.001800 99.999991 -.009000 0.00000
.001900 99.999991 -.009500 0.00000
.002000 99.999990 -.010000 0.00000
.002100 99.999988 -.010500 0.00000
.002200 99.999987 -.011000 0.00000
.002300 99.999986 -.011500 0.00000
.002400 99.999985 -.012000 0.00000
.002500 99.999984 -.012500 0.00000
.002600 99.999982 -.013000 0.00000
.002700 99.999981 -.013500 0.00000
.002800 99.999980 -.014000 0.00000
.002900 99.999978 -.014500 0.00000
.003000 99.999977 -.015000 0.00000
.003100 99.999975 -.015500 0.00000
.003200 99.999974 -.016000 0.00000
.003300 99.999972 -.016500 0.00000
.003400 99.999970 -.017000 0.00000
.003500 99.999969 -.017500 0.00000
.003600 99.999967 -.018000 0.00000
.003700 99.999965 -.018500 0.00000
.003800 99.999963 -.019000 0.00000
.003900 99.999961 -.019500 0.00000
.004000 99.999959 -.020000 0.00000
.004100 99.999957 -.020500 0.00000
.004200 99.999955 -.021000 0.00000
.004300 99.999953 -.021500 0.00000
.004400 99.999951 -.022000 0.00000
.004500 99.999948 -.022500 0.00000
.004600 99.999946 -.023000 0.00000
.004700 99.999944 -.023500 0.00000
.004800 99.999941 -.024000 0.00000
.004900 99.999939 -.024500 0.14211E-13
.005000 99.999936 -.025000 0.00000
.005100 99.999934 -.025500 0.00000
.005200 99.999931 -.026000 0.00000
.005300 99.999928 -.026500 0.00000
.005400 99.999926 -.027000 0.00000
.005500 99.999923 -.027500 0.00000
.005600 99.999920 -.028000 0.00000
.005700 99.999917 -.028500 0.00000
.005800 99.999914 -.029000 0.00000
.005900 99.999912 -.029500 0.00000
.006000 99.999909 -.030000 0.00000
.006100 99.999905 -.030500 0.00000
.006200 99.999902 -.031000 0.00000
.006300 99.999899 -.031500 0.00000
.006400 99.999896 -.032000 0.00000
.006500 99.999893 -.032500 0.00000
.006600 99.999889 -.033000 0.00000
.006700 99.999886 -.033500 0.00000
.006800 99.999883 -.034000 0.00000
.006900 99.999879 -.034500 0.00000
.007000 99.999876 -.035000 0.00000
.007100 99.999872 -.035500 0.00000
.007200 99.999869 -.036000 0.00000
.007300 99.999865 -.036500 0.00000
.007400 99.999861 -.037000 0.00000
.007500 99.999858 -.037500 0.00000
.007600 99.999854 -.038000 0.00000
.007700 99.999850 -.038500 0.00000
.007800 99.999846 -.039000 0.00000
.007900 99.999842 -.039500 0.00000
.008000 99.999838 -.040000 0.00000
.008100 99.999834 -.040500 0.14211E-13
.008200 99.999830 -.041000 0.00000
.008300 99.999826 -.041500 0.00000
.008400 99.999822 -.042000 0.00000
.008500 99.999817 -.042500 0.00000
.008600 99.999813 -.043000 0.00000
.008700 99.999809 -.043500 0.00000
.008800 99.999804 -.044000 0.00000
.008900 99.999800 -.044500 0.00000
.009000 99.999795 -.045000 0.00000
.009100 99.999791 -.045500 0.00000
.009200 99.999786 -.046000 0.00000
.009300 99.999781 -.046500 0.00000
.009400 99.999777 -.047000 0.00000
.009500 99.999772 -.047500 0.00000
.009600 99.999767 -.048000 0.00000
.009700 99.999762 -.048500 0.00000
.009800 99.999757 -.049000 0.00000
.009900 99.999753 -.049500 0.00000
.010000 99.999748 -.050000 0.00000
.010100 99.999742 -.050500 0.00000
.010200 99.999737 -.051000 0.00000
.010300 99.999732 -.051500 0.00000
.010400 99.999727 -.052000 0.00000
.010500 99.999722 -.052500 0.00000
.010600 99.999716 -.053000 0.00000
.010700 99.999711 -.053500 0.00000
.010800 99.999706 -.054000 0.00000
.010900 99.999700 -.054500 0.00000
.011000 99.999695 -.055000 0.00000
.011100 99.999689 -.055500 0.00000
.011200 99.999684 -.056000 0.00000
.011300 99.999678 -.056500 0.14211E-13
.011400 99.999672 -.057000 0.00000
.011500 99.999667 -.057500 0.00000
.011600 99.999661 -.058000 0.00000
.011700 99.999655 -.058500 0.00000
.011800 99.999649 -.059000 0.00000
.011900 99.999643 -.059500 0.00000
.012000 99.999637 -.060000 0.00000
.012100 99.999631 -.060500 0.00000
.012200 99.999625 -.061000 0.00000
.012300 99.999619 -.061500 0.00000
.012400 99.999613 -.062000 0.00000
.012500 99.999606 -.062500 0.00000
.012600 99.999600 -.063000 0.00000
.012700 99.999594 -.063500 0.00000
.012800 99.999587 -.064000 0.00000
.012900 99.999581 -.064500 0.00000
.013000 99.999574 -.065000 0.00000
.013100 99.999568 -.065500 0.00000
.013200 99.999561 -.066000 0.00000
.013300 99.999554 -.066500 0.00000
.013400 99.999548 -.067000 0.00000
.013500 99.999541 -.067500 0.00000
.013600 99.999534 -.068000 0.00000
.013700 99.999527 -.068500 0.00000
.013800 99.999520 -.069000 0.00000
.013900 99.999514 -.069500 0.00000
.014000 99.999507 -.070000 0.00000
.014100 99.999499 -.070500 0.00000
.014200 99.999492 -.071000 0.00000
.014300 99.999485 -.071500 0.00000
.014400 99.999478 -.072000 0.00000
.014500 99.999471 -.072500 0.14211E-13
.014600 99.999463 -.073000 0.00000
.014700 99.999456 -.073500 0.00000
.014800 99.999449 -.074000 0.00000
.014900 99.999441 -.074500 0.00000
.015000 99.999434 -.075000 0.00000
.015100 99.999426 -.075500 0.00000
.015200 99.999419 -.076000 0.00000
.015300 99.999411 -.076500 0.00000
.015400 99.999403 -.077000 0.00000
.015500 99.999396 -.077500 0.00000
.015600 99.999388 -.078000 0.00000
.015700 99.999380 -.078500 0.00000
.015800 99.999372 -.079000 0.00000
.015900 99.999364 -.079500 0.00000
.016000 99.999356 -.080000 0.00000
.016100 99.999348 -.080500 0.00000
.016200 99.999340 -.081000 0.00000
.016300 99.999332 -.081500 0.00000
.016400 99.999324 -.082000 0.00000
.016500 99.999315 -.082500 0.00000
.016600 99.999307 -.083000 0.00000
.016700 99.999299 -.083500 0.00000
.016800 99.999290 -.084000 0.00000
.016900 99.999282 -.084500 0.00000
.017000 99.999273 -.085000 0.00000
.017100 99.999265 -.085500 0.00000
.017200 99.999256 -.086000 0.00000
.017300 99.999247 -.086500 0.00000
.017400 99.999239 -.087000 0.00000
.017500 99.999230 -.087500 0.00000
.017600 99.999221 -.088000 0.00000
.017700 99.999212 -.088500 0.14211E-13
.017800 99.999203 -.089000 0.00000
.017900 99.999195 -.089500 0.00000
.018000 99.999186 -.090000 0.00000
.018100 99.999176 -.090500 0.00000
.018200 99.999167 -.091000 0.00000
.018300 99.999158 -.091500 0.00000
.018400 99.999149 -.092000 0.00000
.018500 99.999140 -.092500 0.00000
.018600 99.999130 -.093000 0.00000
.018700 99.999121 -.093500 0.00000
.018800 99.999112 -.094000 0.00000
.018900 99.999102 -.094500 0.00000
.019000 99.999093 -.095000 0.00000
.019100 99.999083 -.095500 0.00000
.019200 99.999074 -.096000 0.00000
.019300 99.999064 -.096500 0.00000
.019400 99.999054 -.097000 0.00000
.019500 99.999045 -.097500 0.00000
.019600 99.999035 -.098000 0.00000
.019700 99.999025 -.098500 0.00000
.019800 99.999015 -.099000 0.00000
.019900 99.999005 -.099500 0.00000
.020000 99.998995 -.100000 0.00000
.020100 99.998985 -.100500 0.00000
.020200 99.998975 -.101000 0.00000
.020300 99.998965 -.101500 0.00000
.020400 99.998955 -.102000 0.00000
.020500 99.998944 -.102500 0.00000
.020600 99.998934 -.103000 0.00000
.020700 99.998924 -.103500 0.00000
.020800 99.998913 -.104000 0.00000
.020900 99.998903 -.104500 0.14211E-13
.021000 99.998892 -.105000 0.00000
